"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
468,"TAX COLLECTOR INGRAM (Vote For 1)","WRITE-IN","",35,100.00,2404,0,3,3,"0","0"
469,"TAX COLLECTOR NORTH BRADDOCK (Vote For 1)","Kathleen M. Evanchec","DEM",673,98.54,3371,0,7,7,"0","0"
470,"TAX COLLECTOR NORTH BRADDOCK (Vote For 1)","WRITE-IN","",10,1.46,3371,0,7,7,"0","0"
471,"TAX COLLECTOR OAKMONT (Vote For 1)","WRITE-IN","",52,100.00,5589,0,6,6,"0","0"
472,"TAX COLLECTOR PLUM (Vote For 1)","Lisa Lagnese","REP",4493,98.57,19420,0,21,21,"0","0"
473,"TAX COLLECTOR PLUM (Vote For 1)","WRITE-IN","",65,1.43,19420,0,21,21,"0","0"
474,"TAX COLLECTOR ROSS (Vote For 1)","Matthew Mager","DEM",4347,54.32,24864,0,33,33,"0","0"
475,"TAX COLLECTOR ROSS (Vote For 1)","Lisa Ann Herbert","REP",3650,45.61,24864,0,33,33,"0","0"
476,"TAX COLLECTOR ROSS (Vote For 1)","WRITE-IN","",6,0.07,24864,0,33,33,"0","0"
477,"TAX COLLECTOR ROSSLYN FARMS (Vote For 1)","WRITE-IN","",1,100.00,396,0,1,1,"0","0"
478,"TAX COLLECTOR SEWICKLEY HEIGHTS (Vote For 1)","WRITE-IN","",7,100.00,783,0,1,1,"0","0"
479,"TAX COLLECTOR STOWE (Vote For 1)","WRITE-IN","",41,100.00,4393,0,11,11,"0","0"
480,"TAX COLLECTOR VERONA (Vote For 1)","WRITE-IN","",11,100.00,1731,0,3,3,"0","0"
481,"Treasurer DUQUESNE (Vote For 1)","WRITE-IN","",61,100.00,3847,0,10,10,"0","0"
482,"Auditor BELLEVUE (Vote For 1)","Jane Braunlich","DEM",925,60.10,6273,0,6,6,"0","0"
483,"Auditor BELLEVUE (Vote For 1)","Susan M. Nolan","REP",607,39.44,6273,0,6,6,"0","0"
484,"Auditor BELLEVUE (Vote For 1)","WRITE-IN","",7,0.45,6273,0,6,6,"0","0"
485,"Auditor EAST DEER (Vote For 1)","Timothy D. McKenna","DEM",157,100.00,896,0,2,2,"0","0"
486,"Auditor EAST DEER (Vote For 1)","WRITE-IN","",0,0.00,896,0,2,2,"0","0"
487,"Auditor FAWN (Vote For 1)","WRITE-IN","",14,100.00,1489,0,2,2,"0","0"
488,"Auditor FINDLAY (Vote For 1)","WRITE-IN","",40,100.00,4416,0,3,3,"0","0"
489,"Auditor FORWARD (Vote For 1)","WRITE-IN","",3,100.00,2118,0,4,4,"0","0"
490,"Auditor FRAZER (Vote For 1)","Louise Elkin","DEM",132,97.06,770,0,1,1,"0","0"
491,"Auditor FRAZER (Vote For 1)","WRITE-IN","",4,2.94,770,0,1,1,"0","0"
492,"Auditor GLENFIELD (Vote For 1)","WRITE-IN","",7,100.00,153,0,1,1,"0","0"
493,"Auditor HARMAR (Vote For 1)","WRITE-IN","",8,100.00,2425,0,3,3,"0","0"
494,"Auditor INDIANA (Vote For 1)","WRITE-IN","",44,100.00,5191,0,5,5,"0","0"
495,"Auditor KILBUCK (Vote For 1)","WRITE-IN","",3,100.00,607,0,1,1,"0","0"
496,"Auditor MARSHALL (Vote For 1)","WRITE-IN","",59,100.00,6909,0,6,6,"0","0"
497,"Auditor MOON (Vote For 1)","Josh Sektnan","DEM",2406,47.82,19127,0,13,13,"0","0"
498,"Auditor MOON (Vote For 1)","Jeffrey J. Wink","REP",2619,52.06,19127,0,13,13,"0","0"
499,"Auditor MOON (Vote For 1)","WRITE-IN","",6,0.12,19127,0,13,13,"0","0"
500,"Auditor NORTH FAYETTE (Vote For 1)","WRITE-IN","",88,100.00,10967,0,5,5,"0","0"
501,"Auditor OHARA (Vote For 1)","WRITE-IN","",112,100.00,7623,0,10,10,"0","0"
502,"Auditor SOUTH PARK (Vote For 1)","Jack A. Robertshaw, Jr.","DEM",2163,98.86,9833,0,13,13,"0","0"
503,"Auditor SOUTH PARK (Vote For 1)","WRITE-IN","",25,1.14,9833,0,13,13,"0","0"
504,"Auditor WEST DEER (Vote For 1)","WRITE-IN","",41,100.00,8526,0,8,8,"0","0"
505,"Auditor WEST ELIZABETH (Vote For 1)","Linda Reesey","DEM",48,100.00,272,0,1,1,"0","0"
506,"Auditor WEST ELIZABETH (Vote For 1)","WRITE-IN","",0,0.00,272,0,1,1,"0","0"
507,"Auditor BELLEVUE (Vote For 1)","Linda B. Haberstich","DEM",1263,97.98,6273,0,6,6,"0","0"
508,"Auditor BELLEVUE (Vote For 1)","WRITE-IN","",26,2.02,6273,0,6,6,"0","0"
509,"Auditor FAWN (Vote For 1)","WRITE-IN","",10,100.00,1489,0,2,2,"0","0"
510,"Auditor FORWARD (Vote For 1)","WRITE-IN","",3,100.00,2118,0,4,4,"0","0"
511,"Auditor GLENFIELD (Vote For 1)","WRITE-IN","",7,100.00,153,0,1,1,"0","0"
512,"Auditor HARMAR (Vote For 1)","WRITE-IN","",8,100.00,2425,0,3,3,"0","0"
513,"Auditor INDIANA (Vote For 1)","WRITE-IN","",38,100.00,5191,0,5,5,"0","0"
514,"Auditor KILBUCK (Vote For 1)","WRITE-IN","",3,100.00,607,0,1,1,"0","0"
515,"Auditor WEST DEER (Vote For 1)","WRITE-IN","",34,100.00,8526,0,8,8,"0","0"
516,"Auditor BELLEVUE (Vote For 1)","Jane Braunlich","DEM",889,57.99,6273,0,6,6,"0","0"
517,"Auditor BELLEVUE (Vote For 1)","Paul A. Cusick","REP",637,41.55,6273,0,6,6,"0","0"
518,"Auditor BELLEVUE (Vote For 1)","WRITE-IN","",7,0.46,6273,0,6,6,"0","0"
519,"Auditor FAWN (Vote For 1)","WRITE-IN","",8,100.00,1489,0,2,2,"0","0"
520,"Auditor FINDLAY (Vote For 1)","WRITE-IN","",41,100.00,4416,0,3,3,"0","0"
521,"Auditor FORWARD (Vote For 1)","WRITE-IN","",3,100.00,2118,0,4,4,"0","0"
522,"Auditor FRAZER (Vote For 1)","David Elkin","DEM",130,97.01,770,0,1,1,"0","0"
523,"Auditor FRAZER (Vote For 1)","WRITE-IN","",4,2.99,770,0,1,1,"0","0"
524,"Auditor GLENFIELD (Vote For 1)","WRITE-IN","",4,100.00,153,0,1,1,"0","0"
525,"Auditor INDIANA (Vote For 1)","WRITE-IN","",49,100.00,5191,0,5,5,"0","0"
526,"Auditor KILBUCK (Vote For 1)","WRITE-IN","",2,100.00,607,0,1,1,"0","0"
527,"Auditor MOON (Vote For 1)","Josh Sektnan","DEM",3527,98.63,19127,0,13,13,"0","0"
528,"Auditor MOON (Vote For 1)","WRITE-IN","",49,1.37,19127,0,13,13,"0","0"
529,"Auditor WEST DEER (Vote For 1)","WRITE-IN","",31,100.00,8526,0,8,8,"0","0"
530,"Auditor WEST ELIZABETH (Vote For 1)","WRITE-IN","",3,100.00,272,0,1,1,"0","0"
531,"Commissioner At-Large EAST DEER (Vote For 3)","Rick Stoneburner","DEM",141,32.12,896,0,2,2,"0","0"
532,"Commissioner At-Large EAST DEER (Vote For 3)","Anthony Taliani","DEM",146,33.26,896,0,2,2,"0","0"
533,"Commissioner At-Large EAST DEER (Vote For 3)","John Nwranski","DEM",143,32.57,896,0,2,2,"0","0"
534,"Commissioner At-Large EAST DEER (Vote For 3)","WRITE-IN","",9,2.05,896,0,2,2,"0","0"
535,"Commissioner At-Large CRESCENT (Vote For 2)","Valerie Klauscher","DEM",194,19.06,1829,0,2,2,"0","0"
536,"Commissioner At-Large CRESCENT (Vote For 2)","Cheryl Miller","DEM",221,21.71,1829,0,2,2,"0","0"
537,"Commissioner At-Large CRESCENT (Vote For 2)","Richard Withee","REP",224,22.00,1829,0,2,2,"0","0"
538,"Commissioner At-Large CRESCENT (Vote For 2)","Jerry L. Keller","REP",224,22.00,1829,0,2,2,"0","0"
539,"Commissioner At-Large CRESCENT (Vote For 2)","WRITE-IN","",155,15.23,1829,0,2,2,"0","0"
540,"Commissioner At-Large WILKINS (Vote For 2)","Michael Boyd","DEM",1091,50.30,4996,0,7,7,"0","0"
541,"Commissioner At-Large WILKINS (Vote For 2)","Mark E. Wells","DEM",1041,47.99,4996,0,7,7,"0","0"
542,"Commissioner At-Large WILKINS (Vote For 2)","WRITE-IN","",37,1.71,4996,0,7,7,"0","0"
543,"Commissioner At-Large NEVILLE (Vote For 1)","David Kerr","DEM",183,58.47,791,0,3,3,"0","0"
544,"Commissioner At-Large NEVILLE (Vote For 1)","Jill Ammon","REP",128,40.89,791,0,3,3,"0","0"
545,"Commissioner At-Large NEVILLE (Vote For 1)","WRITE-IN","",2,0.64,791,0,3,3,"0","0"
546,"Commissioner At-Large RESERVE (Vote For 1)","Daniel G. Giebel","DEM",634,96.79,2497,0,4,4,"0","0"
547,"Commissioner At-Large RESERVE (Vote For 1)","WRITE-IN","",21,3.21,2497,0,4,4,"0","0"
548,"Commissioner At-Large UPPER ST CLAIR (Vote For 1)","Andrew J. Zahalsky","DEM",2589,48.29,16496,0,18,18,"0","0"
549,"Commissioner At-Large UPPER ST CLAIR (Vote For 1)","Rex A. Waller","REP",2770,51.67,16496,0,18,18,"0","0"
550,"Commissioner At-Large UPPER ST CLAIR (Vote For 1)","WRITE-IN","",2,0.04,16496,0,18,18,"0","0"
551,"Commissioner SOUTH FAYETTE (Vote For 4)","Gwen A. Rodi","D/R",2035,19.93,11733,0,12,12,"0","0"
552,"Commissioner SOUTH FAYETTE (Vote For 4)","Joseph Horowitz","DEM",1466,14.36,11733,0,12,12,"0","0"
553,"Commissioner SOUTH FAYETTE (Vote For 4)","Steven J. Lower","DEM",1214,11.89,11733,0,12,12,"0","0"
554,"Commissioner SOUTH FAYETTE (Vote For 4)","J. Deron Gabriel","DEM",1382,13.54,11733,0,12,12,"0","0"
555,"Commissioner SOUTH FAYETTE (Vote For 4)","Lisa Malosh","REP",1458,14.28,11733,0,12,12,"0","0"
556,"Commissioner SOUTH FAYETTE (Vote For 4)","Art Bond","REP",1191,11.67,11733,0,12,12,"0","0"
557,"Commissioner SOUTH FAYETTE (Vote For 4)","J. Keith Dernosek","REP",1447,14.17,11733,0,12,12,"0","0"
558,"Commissioner SOUTH FAYETTE (Vote For 4)","WRITE-IN","",17,0.17,11733,0,12,12,"0","0"
559,"Commissioner BALDWIN TOWNSHIP (Vote For 3)","Nicola F. Pellegrino","DEM",329,60.70,1507,0,2,2,"0","0"
560,"Commissioner BALDWIN TOWNSHIP (Vote For 3)","John N. Allen","REP",196,36.16,1507,0,2,2,"0","0"
561,"Commissioner BALDWIN TOWNSHIP (Vote For 3)","WRITE-IN","",17,3.14,1507,0,2,2,"0","0"
562,"Commissioner LEET (Vote For 3)","Martin C. McDaniel","DEM",250,22.30,1195,0,2,2,"0","0"
563,"Commissioner LEET (Vote For 3)","Carolyn A. Verszyla","D/R",279,24.89,1195,0,2,2,"0","0"
564,"Commissioner LEET (Vote For 3)","Erika Oslick","DEM",208,18.55,1195,0,2,2,"0","0"
565,"Commissioner LEET (Vote For 3)","Monica K. Sample","REP",204,18.20,1195,0,2,2,"0","0"
566,"Commissioner LEET (Vote For 3)","Kerilee Bradel-Medwid","REP",175,15.61,1195,0,2,2,"0","0"
567,"Commissioner LEET (Vote For 3)","WRITE-IN","",5,0.45,1195,0,2,2,"0","0"
568,"Commissioner SPRINGDALE TOWNSHIP (Vote For 3)","Henrietta James","DEM",218,20.13,1188,0,1,1,"0","0"
569,"Commissioner SPRINGDALE TOWNSHIP (Vote For 3)","Jackie Karan","D/R",310,28.62,1188,0,1,1,"0","0"
570,"Commissioner SPRINGDALE TOWNSHIP (Vote For 3)","Anthony Rozzano","D/R",265,24.47,1188,0,1,1,"0","0"
571,"Commissioner SPRINGDALE TOWNSHIP (Vote For 3)","Mariana Burns","REP",271,25.02,1188,0,1,1,"0","0"
572,"Commissioner SPRINGDALE TOWNSHIP (Vote For 3)","WRITE-IN","",19,1.75,1188,0,1,1,"0","0"
573,"Commissioner STOWE (Vote For 3)","Cheryl McDermott","D/R",770,34.44,4393,0,11,11,"0","0"
574,"Commissioner STOWE (Vote For 3)","David M. Rugh","D/R",710,31.75,4393,0,11,11,"0","0"
575,"Commissioner STOWE (Vote For 3)","Kelly Cropper Hall","D/R",710,31.75,4393,0,11,11,"0","0"
576,"Commissioner STOWE (Vote For 3)","WRITE-IN","",46,2.06,4393,0,11,11,"0","0"
577,"Commissioner ALEPPO (Vote For 2)","Michelle L. Duplaga","DEM",213,38.17,1389,0,1,1,"0","0"
578,"Commissioner ALEPPO (Vote For 2)","Arthur Williams","D/R",321,57.53,1389,0,1,1,"0","0"
579,"Commissioner ALEPPO (Vote For 2)","WRITE-IN","",24,4.30,1389,0,1,1,"0","0"
580,"Commissioner COLLIER (Vote For 2)","Dan Styche","DEM",977,31.74,6730,0,6,6,"0","0"
581,"Commissioner COLLIER (Vote For 2)","Debbie Zymroz","D/I",1383,44.93,6730,0,6,6,"0","0"
582,"Commissioner COLLIER (Vote For 2)","Wilson Durisko","REP",706,22.94,6730,0,6,6,"0","0"
583,"Commissioner COLLIER (Vote For 2)","WRITE-IN","",12,0.39,6730,0,6,6,"0","0"
584,"Commissioner KENNEDY (Vote For 2)","George Dudash, III","D/R",1737,49.54,6699,0,7,7,"0","0"
585,"Commissioner KENNEDY (Vote For 2)","Chris DiNardo","D/R",1743,49.71,6699,0,7,7,"0","0"
586,"Commissioner KENNEDY (Vote For 2)","WRITE-IN","",26,0.74,6699,0,7,7,"0","0"
587,"Commissioner ROBINSON (Vote For 2)","Sam Abatta","D/R",2376,49.43,11333,0,9,9,"0","0"
588,"Commissioner ROBINSON (Vote For 2)","James Mancini","D/R",2398,49.89,11333,0,9,9,"0","0"
589,"Commissioner ROBINSON (Vote For 2)","WRITE-IN","",33,0.69,11333,0,9,9,"0","0"
590,"Commissioner SOUTH VERSAILLES (Vote For 2)","WRITE-IN","",52,100.00,212,0,1,1,"0","0"
591,"Commissioner ALEPPO (Vote For 1)","WRITE-IN","",45,100.00,1389,0,1,1,"0","0"
592,"Commissioner SOUTH VERSAILLES (Vote For 1)","WRITE-IN","",21,100.00,212,0,1,1,"0","0"
593,"Commissioner KENNEDY (Vote For 3)","Susan M. Butya","D/R",1698,37.12,6699,0,7,7,"0","0"
594,"Commissioner KENNEDY (Vote For 3)","Gary Vituccio","DEM",1417,30.98,6699,0,7,7,"0","0"
595,"Commissioner KENNEDY (Vote For 3)","Donald K. Morrow","DEM",1423,31.11,6699,0,7,7,"0","0"
596,"Commissioner KENNEDY (Vote For 3)","WRITE-IN","",36,0.79,6699,0,7,7,"0","0"
597,"Commissioner CRESCENT WARD 1 (Vote For 1)","Joe Sabol","REP",235,92.52,1152,0,1,1,"0","0"
598,"Commissioner CRESCENT WARD 1 (Vote For 1)","WRITE-IN","",19,7.48,1152,0,1,1,"0","0"
599,"Commissioner EAST DEER WARD 1 (Vote For 1)","Joseph E. Novosat, Jr.","DEM",66,100.00,317,0,1,1,"0","0"
600,"Commissioner EAST DEER WARD 1 (Vote For 1)","WRITE-IN","",0,0.00,317,0,1,1,"0","0"
601,"Commissioner ELIZABETH TOWNSHIP WARD 1 (Vote For 1)","Bart Rocco","DEM",313,61.98,1507,0,2,2,"0","0"
602,"Commissioner ELIZABETH TOWNSHIP WARD 1 (Vote For 1)","Megan McDonough","REP",190,37.62,1507,0,2,2,"0","0"
603,"Commissioner ELIZABETH TOWNSHIP WARD 1 (Vote For 1)","WRITE-IN","",2,0.40,1507,0,2,2,"0","0"
604,"Commissioner ELIZABETH TOWNSHIP WARD 3 (Vote For 1)","Andrew Kuzma","D/R",319,70.73,1334,0,1,1,"0","0"
605,"Commissioner ELIZABETH TOWNSHIP WARD 3 (Vote For 1)","WRITE-IN","",132,29.27,1334,0,1,1,"0","0"
606,"Commissioner ELIZABETH TOWNSHIP WARD 5 (Vote For 1)","Richard A. Algeri","REP",264,95.65,1285,0,2,2,"0","0"
607,"Commissioner ELIZABETH TOWNSHIP WARD 5 (Vote For 1)","WRITE-IN","",12,4.35,1285,0,2,2,"0","0"
608,"Commissioner ELIZABETH TOWNSHIP WARD 7 (Vote For 1)","Lani Knabenschuh","DEM",128,30.77,1268,0,1,1,"0","0"
609,"Commissioner ELIZABETH TOWNSHIP WARD 7 (Vote For 1)","Daniel W. Poirier","REP",284,68.27,1268,0,1,1,"0","0"
610,"Commissioner ELIZABETH TOWNSHIP WARD 7 (Vote For 1)","WRITE-IN","",4,0.96,1268,0,1,1,"0","0"
611,"Commissioner HARRISON WARD 1 (Vote For 1)","Charles Dizard","D/R",435,96.03,1555,0,3,3,"0","0"
612,"Commissioner HARRISON WARD 1 (Vote For 1)","WRITE-IN","",18,3.97,1555,0,3,3,"0","0"
613,"Commissioner HARRISON WARD 3 (Vote For 1)","Eric S. Bengel","D/R",476,95.77,1675,0,2,2,"0","0"
614,"Commissioner HARRISON WARD 3 (Vote For 1)","WRITE-IN","",21,4.23,1675,0,2,2,"0","0"
615,"Commissioner HARRISON WARD 5 (Vote For 1)","Gary A. Meanor","D/R",276,98.57,1322,0,2,2,"0","0"
616,"Commissioner HARRISON WARD 5 (Vote For 1)","WRITE-IN","",4,1.43,1322,0,2,2,"0","0"
617,"Commissioner MT LEBANON WARD 1 (Vote For 1)","Mindy Ranney","DEM",1599,98.52,5612,0,7,7,"0","0"
618,"Commissioner MT LEBANON WARD 1 (Vote For 1)","WRITE-IN","",24,1.48,5612,0,7,7,"0","0"
619,"Commissioner MT LEBANON WARD 3 (Vote For 1)","Leeann Foster","D/R",1657,98.93,5486,0,8,8,"0","0"
620,"Commissioner MT LEBANON WARD 3 (Vote For 1)","WRITE-IN","",18,1.07,5486,0,8,8,"0","0"
621,"Commissioner MT LEBANON WARD 5 (Vote For 1)","Andrew Flynn","DEM",1332,72.12,5331,0,8,8,"0","0"
622,"Commissioner MT LEBANON WARD 5 (Vote For 1)","William L. Hoon","REP",515,27.88,5331,0,8,8,"0","0"
623,"Commissioner MT LEBANON WARD 5 (Vote For 1)","WRITE-IN","",0,0.00,5331,0,8,8,"0","0"
624,"Commissioner NEVILLE WARD 1 (Vote For 1)","WRITE-IN","",48,100.00,275,0,1,1,"0","0"
625,"Commissioner NEVILLE WARD 3 (Vote For 1)","James R. Brown","DEM",114,97.44,272,0,1,1,"0","0"
626,"Commissioner NEVILLE WARD 3 (Vote For 1)","WRITE-IN","",3,2.56,272,0,1,1,"0","0"
627,"Commissioner NORTH VERSAILLES WARD 1 (Vote For 1)","George S. Thompson","DEM",257,92.11,1320,0,2,2,"0","0"
628,"Commissioner NORTH VERSAILLES WARD 1 (Vote For 1)","WRITE-IN","",22,7.89,1320,0,2,2,"0","0"
629,"Commissioner NORTH VERSAILLES WARD 3 (Vote For 1)","Allen R. Wagner","D/R",251,98.43,1129,0,2,2,"0","0"
630,"Commissioner NORTH VERSAILLES WARD 3 (Vote For 1)","WRITE-IN","",4,1.57,1129,0,2,2,"0","0"
631,"Commissioner NORTH VERSAILLES WARD 5 (Vote For 1)","Russell P. Saula, Sr.","DEM",130,95.59,951,0,2,2,"0","0"
632,"Commissioner NORTH VERSAILLES WARD 5 (Vote For 1)","WRITE-IN","",6,4.41,951,0,2,2,"0","0"
633,"Commissioner NORTH VERSAILLES WARD 7 (Vote For 1)","Frank J. Bivins","DEM",182,99.45,704,0,1,1,"0","0"
634,"Commissioner NORTH VERSAILLES WARD 7 (Vote For 1)","WRITE-IN","",1,0.55,704,0,1,1,"0","0"
635,"Commissioner RESERVE WARD 1 (Vote For 1)","Edward J. Vincent","DEM",156,98.73,541,0,1,1,"0","0"
636,"Commissioner RESERVE WARD 1 (Vote For 1)","WRITE-IN","",2,1.27,541,0,1,1,"0","0"
637,"Commissioner RESERVE WARD 3 (Vote For 1)","John C. Kaib","DEM",126,97.67,524,0,1,1,"0","0"
638,"Commissioner RESERVE WARD 3 (Vote For 1)","WRITE-IN","",3,2.33,524,0,1,1,"0","0"
639,"Commissioner ROSS WARD 1 (Vote For 1)","Dan DeMarco","DEM",603,62.81,2805,0,4,4,"0","0"
640,"Commissioner ROSS WARD 1 (Vote For 1)","Dale Bricker, Jr.","REP",356,37.08,2805,0,4,4,"0","0"
641,"Commissioner ROSS WARD 1 (Vote For 1)","WRITE-IN","",1,0.10,2805,0,4,4,"0","0"
642,"Commissioner ROSS WARD 3 (Vote For 1)","Sarah Poweska","DEM",520,54.97,2640,0,4,4,"0","0"
643,"Commissioner ROSS WARD 3 (Vote For 1)","Sandra Lee Miller","REP",425,44.93,2640,0,4,4,"0","0"
644,"Commissioner ROSS WARD 3 (Vote For 1)","WRITE-IN","",1,0.11,2640,0,4,4,"0","0"
645,"Commissioner ROSS WARD 5 (Vote For 1)","William A. McKellar","DEM",457,50.67,2589,0,4,4,"0","0"
646,"Commissioner ROSS WARD 5 (Vote For 1)","Grace Stanko","REP",445,49.33,2589,0,4,4,"0","0"
647,"Commissioner ROSS WARD 5 (Vote For 1)","WRITE-IN","",0,0.00,2589,0,4,4,"0","0"
648,"Commissioner ROSS WARD 7 (Vote For 1)","Patrick H. Mullin","DEM",533,58.77,2524,0,4,4,"0","0"
649,"Commissioner ROSS WARD 7 (Vote For 1)","Paul Trilli","REP",374,41.23,2524,0,4,4,"0","0"
650,"Commissioner ROSS WARD 7 (Vote For 1)","WRITE-IN","",0,0.00,2524,0,4,4,"0","0"
651,"Commissioner ROSS WARD 9 (Vote For 1)","Jack Betkowski","DEM",511,53.40,2596,0,3,3,"0","0"
652,"Commissioner ROSS WARD 9 (Vote For 1)","Grant Montgomery","REP",446,46.60,2596,0,3,3,"0","0"
653,"Commissioner ROSS WARD 9 (Vote For 1)","WRITE-IN","",0,0.00,2596,0,3,3,"0","0"
654,"Commissioner SCOTT WARD 1 (Vote For 1)","Eileen L. Meyers","DEM",216,69.68,1264,0,2,2,"0","0"
655,"Commissioner SCOTT WARD 1 (Vote For 1)","Pat Martin","REP",92,29.68,1264,0,2,2,"0","0"
656,"Commissioner SCOTT WARD 1 (Vote For 1)","WRITE-IN","",2,0.65,1264,0,2,2,"0","0"
657,"Commissioner SCOTT WARD 3 (Vote For 1)","Dennis J. Brooks","DEM",202,45.50,1253,0,2,2,"0","0"
658,"Commissioner SCOTT WARD 3 (Vote For 1)","Stacey A. Altman","REP",242,54.50,1253,0,2,2,"0","0"
659,"Commissioner SCOTT WARD 3 (Vote For 1)","WRITE-IN","",0,0.00,1253,0,2,2,"0","0"
660,"Commissioner SCOTT WARD 5 (Vote For 1)","Thomas M. Castello","D/R",363,99.18,1363,0,2,2,"0","0"
661,"Commissioner SCOTT WARD 5 (Vote For 1)","WRITE-IN","",3,0.82,1363,0,2,2,"0","0"
662,"Commissioner SCOTT WARD 7 (Vote For 1)","Frank Bruckner","D/R",466,98.31,1545,0,2,2,"0","0"
663,"Commissioner SCOTT WARD 7 (Vote For 1)","WRITE-IN","",8,1.69,1545,0,2,2,"0","0"
664,"Commissioner SCOTT WARD 9 (Vote For 1)","Kathleen D. Gazda","DEM",133,96.38,630,0,2,2,"0","0"
665,"Commissioner SCOTT WARD 9 (Vote For 1)","WRITE-IN","",5,3.62,630,0,2,2,"0","0"
666,"Commissioner SHALER WARD 1 (Vote For 1)","Frank Iozzo","DEM",512,53.56,2875,0,5,5,"0","0"
667,"Commissioner SHALER WARD 1 (Vote For 1)","Wayne R. Skelley","REP",442,46.23,2875,0,5,5,"0","0"
668,"Commissioner SHALER WARD 1 (Vote For 1)","WRITE-IN","",2,0.21,2875,0,5,5,"0","0"
669,"Commissioner SHALER WARD 3 (Vote For 1)","David W. Shutter","D/R",923,99.57,3205,0,5,5,"0","0"
670,"Commissioner SHALER WARD 3 (Vote For 1)","WRITE-IN","",4,0.43,3205,0,5,5,"0","0"
671,"Commissioner SHALER WARD 5 (Vote For 1)","Susan H. Fisher","D/R",812,99.02,3077,0,5,5,"0","0"
672,"Commissioner SHALER WARD 5 (Vote For 1)","WRITE-IN","",8,0.98,3077,0,5,5,"0","0"
673,"Commissioner SHALER WARD 7 (Vote For 1)","Bill Cross","D/R",740,98.14,3110,0,4,4,"0","0"
674,"Commissioner SHALER WARD 7 (Vote For 1)","WRITE-IN","",14,1.86,3110,0,4,4,"0","0"
675,"Commissioner UPPER ST CLAIR WARD 1 (Vote For 1)","Dante Plutko, Jr.","REP",768,97.22,3505,0,4,4,"0","0"
676,"Commissioner UPPER ST CLAIR WARD 1 (Vote For 1)","WRITE-IN","",22,2.78,3505,0,4,4,"0","0"
677,"Commissioner UPPER ST CLAIR WARD 3 (Vote For 1)","Tyler Gellasch","DEM",529,47.06,3100,0,3,3,"0","0"
678,"Commissioner UPPER ST CLAIR WARD 3 (Vote For 1)","Bob Orchowski","REP",595,52.94,3100,0,3,3,"0","0"
679,"Commissioner UPPER ST CLAIR WARD 3 (Vote For 1)","WRITE-IN","",0,0.00,3100,0,3,3,"0","0"
680,"Commissioner UPPER ST CLAIR WARD 5 (Vote For 1)","Ron Pardini","REP",675,94.94,3061,0,3,3,"0","0"
681,"Commissioner UPPER ST CLAIR WARD 5 (Vote For 1)","WRITE-IN","",36,5.06,3061,0,3,3,"0","0"
682,"Commissioner WILKINS WARD 1 (Vote For 1)","Michelle Criner","DEM",864,97.19,3399,0,5,5,"0","0"
683,"Commissioner WILKINS WARD 1 (Vote For 1)","WRITE-IN","",25,2.81,3399,0,5,5,"0","0"
684,"Commissioner NORTH VERSAILLES WARD 6 (Vote For 1)","Tracy Yusko","D/R",296,99.33,1200,0,2,2,"0","0"
685,"Commissioner NORTH VERSAILLES WARD 6 (Vote For 1)","WRITE-IN","",2,0.67,1200,0,2,2,"0","0"
686,"Commissioner SHALER WARD 2 (Vote For 1)","David Mizgorski","D/R",974,99.08,3540,0,5,5,"0","0"
687,"Commissioner SHALER WARD 2 (Vote For 1)","WRITE-IN","",9,0.92,3540,0,5,5,"0","0"
688,"Member of Council At-Large EAST PITTSBURGH (Vote For 2)","Earnest Frazier","DEM",177,45.15,1318,0,3,3,"0","0"
689,"Member of Council At-Large EAST PITTSBURGH (Vote For 2)","Jonathan Reyes","DEM",156,39.80,1318,0,3,3,"0","0"
690,"Member of Council At-Large EAST PITTSBURGH (Vote For 2)","WRITE-IN","",59,15.05,1318,0,3,3,"0","0"
691,"Member of Council At-Large OHARA (Vote For 2)","Bob Smith","D/R",1962,50.84,7623,0,10,10,"0","0"
692,"Member of Council At-Large OHARA (Vote For 2)","John Robert Denny, Jr.","D/R",1865,48.33,7623,0,10,10,"0","0"
693,"Member of Council At-Large OHARA (Vote For 2)","WRITE-IN","",32,0.83,7623,0,10,10,"0","0"
694,"Member of Council At-Large TARENTUM (Vote For 1)","Carrie Fox","DEM",328,60.41,2626,0,5,5,"0","0"
695,"Member of Council At-Large TARENTUM (Vote For 1)","Tiffany Babinsack","REP",207,38.12,2626,0,5,5,"0","0"
696,"Member of Council At-Large TARENTUM (Vote For 1)","WRITE-IN","",8,1.47,2626,0,5,5,"0","0"
697,"Member of Council BEN AVON HEIGHTS (Vote For 4)","Steven Stiller","DEM",101,34.01,327,0,1,1,"0","0"
698,"Member of Council BEN AVON HEIGHTS (Vote For 4)","Gregory A. Mihalko","REP",81,27.27,327,0,1,1,"0","0"
699,"Member of Council BEN AVON HEIGHTS (Vote For 4)","John Oliver Radcliffe","REP",79,26.60,327,0,1,1,"0","0"
700,"Member of Council BEN AVON HEIGHTS (Vote For 4)","WRITE-IN","",36,12.12,327,0,1,1,"0","0"
701,"Member of Council GLASSPORT (Vote For 4)","Angelo Norelli","DEM",463,19.47,2688,0,6,6,"0","0"
702,"Member of Council GLASSPORT (Vote For 4)","David F. Kowalski","DEM",440,18.50,2688,0,6,6,"0","0"
